pyRAP_Gene	feature	Gene_base	locus	GO_terms	RPMPRPK	log2foldchange_RNAseq	padj_RNAseq
opuAC.476	CDS	opuAC	BSU_03000	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.05	not_significant	0.999008656818213
opuAB.475	CDS	opuAB	BSU_02990	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.05	not_significant	0.999008656818213
yutJ.4878	CDS	yutJ	BSU_32200	Electron transport/ other/ based on similarity	0.05	not_significant	0.999008656818213
opuE.1033	CDS	opuE	BSU_06660	General stress proteins (controlled by SigB), Coping with hyper-osmotic stress, Membrane proteins, Solute:sodium symporter family, Uptake of compatible solutes, Sodium-solute symporter	0.05	not_significant	0.576483187844096
desE.2903	CDS	desE	BSU_19180	Lipid metabolism/ other, Cold stress proteins, Membrane proteins	0.05	not_significant	0.823268365945749
ydbL_S152.706	CDS_3'UTR	ydbL_S152	BSU_04510	Membrane proteins, Proteins of unknown function	0.05	not_significant	0.999008656818213
aacD.3258	CDS	aacD	BSU_21630	Resistance against toxins/ antibiotics/ based on similarity, SP-beta prophage	0.05	not_significant	0.999008656818213
yoeA.2770	CDS	yoeA	BSU_18370	Membrane proteins, Multidrug exporters/ based on homology	0.05	not_significant	0.999008656818213
rbgA.2409	CDS	rbgA	BSU_16050	Ribosome assembly, Essential genes, GTP-binding proteins, Targets of (p)ppGpp	0.05	not_significant	0.384215767588817
amj.662	CDS	amj	BSU_04230	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.05	not_significant	0.79046308950704
opuAA.473	CDS	opuAA	BSU_02980	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.05	not_significant	0.999008656818213
yfhH.1277	CDS	yfhH	BSU_08530	Proteins of unknown function	0.05	not_significant	0.999008656818213
mcpB.4720	CDS	mcpB	BSU_31260	Membrane proteins, Membrane-bound chemoreceptors	0.05	not_significant	0.999008656818213
rcmE.4296	CDS	rcmE	BSU_28390	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Essential genes	0.05	not_significant	0.999008656818213
rsuA_murJ.4556	intergenic_UTR	rsuA_murJ	BSU_30035	rRNA modification and maturation/ based on similarity	0.05	not_significant	na
ybfJ.364	CDS	ybfJ	BSU_02250	Newly identified sporulation proteins (based on transcription profiling)	0.04	not_significant	0.999008656818213
rapJ.448	CDS	rapJ	BSU_02820	Protein phosphatases, Response regulator aspartate phosphatase	0.04	not_significant	0.999008656818213
srfP.1041	CDS	srfP	BSU_06710	Resistance against toxins/ antibiotics, Membrane proteins, Swarming	0.04	not_significant	0.999008656818213
ywpF.5495	CDS	ywpF	BSU_36330	Proteins of unknown function	0.04	not_significant	0.999008656818213
ydgF.874	CDS	ydgF	BSU_05620	Membrane proteins, APC superfamily	0.04	not_significant	0.999008656818213
yxeC.5979	CDS	yxeC	BSU_39600	Membrane proteins, Proteins of unknown function	0.04	not_significant	0.907463687541194
secDF.4174	CDS	secDF	BSU_27650	Protein secretion, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Swarming	0.04	not_significant	0.999008656818213
citB.2719	CDS	citB	BSU_18000	TCA cycle, RNA binding regulators, Trigger enzyme that acts by binding of a specific RNA element, Utilization of branched-chain amino acids	0.04	not_significant	0.598675683256332
yjcM.1778	CDS	yjcM	BSU_11910	Proteins of unknown function, Secreted proteins	0.04	not_significant	0.999008656818213
mbl.5506	CDS	mbl	BSU_36410	Cell shape, Sporulation proteins/ other, Membrane proteins, Essential genes	0.04	not_significant	0.999008656818213
ytpR.4524	CDS	ytpR	BSU_29820	Aminoacyl-tRNA synthetases, Potential RNA/ Ribosome-binding proteins	0.04	not_significant	0.999008656818213
ctaA.2221	CDS	ctaA	BSU_14870	Biosynthesis of heme/ siroheme, Sporulation proteins/ other, Membrane proteins	0.04	not_significant	0.999008656818213
ydbI.701	CDS	ydbI	BSU_04480	Membrane proteins, Proteins of unknown function	0.04	not_significant	0.999008656818213
folEA.3441	CDS	folEA	BSU_22780	Biosynthesis of folate, Essential genes, tRNA modification and maturation	0.04	not_significant	0.999008656818213
catR.5093	CDS	catR	BSU_33680	Transcription factors/ other, Resistance against oxidative and electrophile stress	0.03	not_significant	0.999008656818213
yuaE.4686	CDS	yuaE	BSU_31030	Proteins of unknown function	0.03	not_significant	0.999008656818213
azoRB.5075	CDS	azoRB	BSU_33540	Sporulation proteins/ other, Resistance against oxidative and electrophile stress	0.03	not_significant	0.999008656818213
tagT.5421	CDS	tagT	BSU_35840	Export of anionic polymers and attachment to peptidoglycan, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Secreted proteins	0.03	not_significant	0.999008656818213
lytC.5379	CDS	lytC	BSU_35620	Autolysis, Motility and chemotaxis/ other	0.03	not_significant	0.999008656818213
pdeH.4797	CDS	pdeH	BSU_31740	Metabolism of signalling nucleotides, Additional chemotaxis signal transduction and regulatory proteins, Swarming	0.03	not_significant	0.999008656818213
ybzH.314	CDS	ybzH	BSU_01889	Transcription factor/ other/ based on similarity, Prophage 1, Cell shape	0.03	not_significant	0.567786155281155
mtrB.3439	CDS	mtrB	BSU_22770	Biosynthesis/ acquisition of aromatic amino acids, Transcription factors/ other, RNA binding regulators	0.03	not_significant	0.999008656818213
ydiL.927	CDS	ydiL	BSU_06010	Proteins of unknown function, Membrane proteins	0.03	not_significant	0.999008656818213
ywjC.5633	CDS	ywjC	BSU_37210	General stress proteins (controlled by SigB)	0.03	not_significant	0.384215767588817
yvgK.5052	CDS	yvgK	BSU_33370	Other transporters	0.03	not_significant	0.999008656818213
zinT.4037	CDS	zinT	BSU_26830	Zinc, Secreted proteins	0.03	not_significant	0.999008656818213
yneR.2728	CDS	yneR	BSU_18060	TCA cycle	0.03	not_significant	0.999008656818213
fabHB.1510	CDS	fabHB	BSU_10170	Biosynthesis of fatty acids	0.03	not_significant	0.327518246716594
rpsP.2398	CDS	rpsP	BSU_15990	Ribosomal proteins, Essential genes	0.03	-2.44	1.13247460361715e-18
yokG.3253	CDS	yokG	BSU_21600	Toxins, antitoxins and immunity against toxins/ based on similarity, SP-beta prophage	0.03	not_significant	0.999008656818213
S668.2718	sRNA_5UTR	S668	new_1926587_1926679	na	0.03	not_significant	na
S157.715	sRNA_5UTR	S157	new_510862_511036	na	0.03	not_significant	0.999008656818213
yebC.993	CDS	yebC	BSU_06380	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.02	not_significant	0.733865687044832
plsY.2730	CDS	plsY	BSU_18070	Biosynthesis of phospholipids, Essential genes, Membrane proteins	0.02	not_significant	0.999008656818213
yplQ.3284	CDS	yplQ	BSU_21790	Membrane proteins, Lipid metabolism/ other	0.02	not_significant	0.999008656818213
hinT.1491	CDS	hinT	BSU_10030	Genetics/ other/ based on similarity	0.02	not_significant	0.999008656818213
iolS.6007	CDS	iolS	BSU_39780	Utilization of inositol	0.02	not_significant	0.999008656818213
yqhQ.3686	CDS	yqhQ	BSU_24490	Sporulation proteins/ other, General stress proteins (controlled by SigB), Membrane proteins	0.02	not_significant	0.836375942992253
tasA_sipW.3708	intergenic_UTR	tasA_sipW	BSU_24620	Biofilm formation, Secreted proteins, Amyloid protein synthesis, secretion and assembly	0.02	not_significant	na
tyrA_hisC.3420	intergenic_UTR	tyrA_hisC	BSU_22610	Biosynthesis/ acquisition of aromatic amino acids	0.02	not_significant	0.999008656818213
pdaC.1809	CDS	pdaC	BSU_12100	Cell wall/ other, Membrane proteins	0.02	not_significant	0.185043971059295
cesB.365	CDS	cesB	BSU_02260	Utilization of lipids/ other	0.02	not_significant	0.999008656818213
motA.2038	CDS	motA	BSU_13690	Flagellar proteins, Membrane proteins, Other proteins required for efficient pellicle biofilm formation, Swarming	0.02	not_significant	0.999008656818213
tagO.5367	CDS	tagO	BSU_35530	Biosynthesis of teichoic acid, Biosynthesis of teichoic acid, Essential genes, Membrane proteins, Cell shape	0.02	not_significant	0.999008656818213
rasP_proS.2486	intergenic_UTR	rasP_proS	BSU_16560	Control of sigma factors, Membrane proteins, Other genes, Additional proteins involved in proteolysis, Protein secretion	0.02	not_significant	0.999008656818213
bcrC.5522	CDS	bcrC	BSU_36530	Biosynthesis of the carrier lipid undecaprenylphosphate, Biosynthesis of the carrier lipid undecaprenylphosphate, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Heat shock proteins, Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.02	not_significant	0.999008656818213
lytB.5381	CDS	lytB	BSU_35630	Autolysis, Membrane proteins	0.02	not_significant	0.999008656818213
mblK_yisL.1597	intergenic_UTR	mblK_yisL	BSU_10750	Poorly characterized/ putative enzymes, Other genes	0.01	not_significant	0.999008656818213
mcpC.2082	CDS	mcpC	BSU_13950	Membrane proteins, Membrane-bound chemoreceptors	0.01	not_significant	0.79046308950704
yubF_lytG.4697	intergenic_UTR	yubF_lytG	BSU_31110	Proteins of unknown function, Membrane proteins, Other highly expressed unknown proteins	0.01	not_significant	0.964560418893113
artQ_artP.3614	intergenic_UTR	artQ_artP	BSU_23970	Biosynthesis/ acquisition of arginine, Membrane proteins, Uptake of amino acids	0.01	not_significant	na
yjcN.1779	CDS	yjcN	BSU_11920	Proteins of unknown function, Swarming	0.01	not_significant	0.997994318840914
comN.4177	CDS	comN	BSU_27660	Genetic competence, Genetic competence	0.01	not_significant	0.999008656818213
yjcN_S433.1780	CDS_3'UTR	yjcN_S433	BSU_11920	Proteins of unknown function, Swarming	0.01	not_significant	0.997994318840914
hemAT.1538	CDS	hemAT	BSU_10380	Soluble chemoreceptors, Other proteins required for efficient pellicle biofilm formation	0.01	not_significant	0.999008656818213
argC_argJ.1658	intergenic_UTR	argC_argJ	BSU_11190	Biosynthesis/ acquisition of arginine	0.01	not_significant	na
mgsR.3727	CDS	mgsR	BSU_24770	Transcription factors/ other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Phosphorylation on an Arg residue	0.01	not_significant	0.33695133570264
