pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
S193.858	S_feature	S193	new_599509_599874_c	na	1.18	na
ykzL.1879	CDS	ykzL	BSU_12619	PBSX prophage	-1.18	0.141532585996791
dhbA.4847	CDS	dhbA	BSU_32000	Acquisition of iron / Other, Acquisition of iron / Other, Other proteins required for biofilm formation	-1.18	0.585798982473796
comGF.3716	CDS	comGF	BSU_24680	Genetic competence, Genetic competence, Membrane proteins	1.17	0.388578887843235
rmgS.4564	CDS	rmgS	BSU_30110	Proteins of unknown function	-1.17	na
ydjH_ydjI.964	intergenic_UTR	ydjH_ydjI	BSU_06200	Membrane proteins, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-1.17	na
yrzT.4201	CDS	yrzT	BSU_27809	Proteins of unknown function	1.17	0.0719609683615712
ybcM.318	CDS	ybcM	BSU_01900	Utilization of pectin, Prophage 1, Membrane proteins	-1.17	na
S148.693	S_feature	S148	new_495406_495699_c	na	1.17	0.301239718868563
Novel_transcript.3884	Novel_transcript	Novel_transcript	na	na	-1.16	na
aseR.831	CDS	aseR	BSU_05330	Transcription factors/ other, Resistance against toxic metals	-1.16	na
yrkS.3966	CDS	yrkS	BSU_26400	Proteins of unknown function	1.16	0.353293166988135
S1513.5930	sRNA_independent	S1513	new_4035641_4035833_c	na	1.16	na
yfiF.1246	CDS	yfiF	BSU_08250	Transcription factor/ other/ based on similarity	1.15	0.0602482099579664
dhbC_dhbA.4846	intergenic_UTR	dhbC_dhbA	BSU_31990	Acquisition of iron / Other, Acquisition of iron / Other, Phosphorylation on a Ser residue, Other proteins required for biofilm formation	-1.15	0.276304821338877
ylaJ.2211	CDS	ylaJ	BSU_14800	Membrane proteins, Additional germination proteins	1.15	0.195570851992808
liaI.5018	CDS	liaI	BSU_33130	Resistance against oxidative and electrophile stress, Resistance against toxins/ antibiotics, Membrane proteins	-1.15	0.703833112671566
glnQ.4139	CDS	glnQ	BSU_27430	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Sporulation proteins/ other, Membrane proteins, Uptake of amino acids	1.15	na
S881.3514	sRNA_independent	S881	new_2431344_2431472_c	na	-1.15	0.12328168781137
S1528.6006	sRNA_independent	S1528	new_4084590_4084742_c	na	-1.14	na
yvfR.5152	CDS	yvfR	BSU_34090	Membrane proteins, Exporters of unknown function	1.14	0.519704202026157
yjzB.1675	CDS	yjzB	BSU_11320	Class V	1.14	na
pdaB.271	CDS	pdaB	BSU_01570	Sporulation proteins/ other	-1.14	na
spoIIGA.2294	CDS	spoIIGA	BSU_15310	Control of sigma factors, Sporulation/ other, Membrane proteins, Proteolysis during sporulation/ germination	-1.14	na
mmgC.3640	CDS	mmgC	BSU_24150	Sporulation proteins/ other, Utilization of branched-chain amino acids	-1.14	na
S1563_mswM.6129	sRNA_5UTR	S1563_mswM	new_4169613_4169943_c	na	1.13	na
pucF.4923	CDS	pucF	BSU_32530	Utilization of nucleotides	-1.13	0.47948149143337
S646.2662	S_feature	S646	new_1904268_1904392_c	na	1.12	na
xkdF.1874	CDS	xkdF	BSU_12600	PBSX prophage	-1.12	0.197769287275608
yomD.3226	CDS	yomD	BSU_21400	SP-beta prophage	-1.12	na
S283.1232	S_feature	S283	new_887222_887809	na	-1.12	na
spoVAEB.3534	CDS	spoVAEB	BSU_23402	Additional germination proteins	1.12	na
S963.3855	S_feature	S963	new_2641195_2642042_c	na	1.12	0.159814967845151
yodH.2968	CDS	yodH	BSU_19600	Sporulation proteins/ other	1.12	0.385919477262467
lytH.4898	putative_sRNA	lytH	BSU_32340	Cell wall/ other, Sporulation proteins/ other, Endopeptidases	-1.12	0.310424678844739
yobR_yobS.2888	intergenic_UTR	yobR_yobS	BSU_19060	Proteins of unknown function	-1.12	na
sspO.2716	CDS	sspO	BSU_17990	Small acid-soluble spore proteins	-1.12	na
S803.3213	sRNA_independent	S803	new_2245307_2246150_c	na	1.11	0.139750818884459
ydaM_ydaN.672	intergenic_UTR	ydaM_ydaN	BSU_04300	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	-1.11	na
yybE_yybD.6146	intergenic_UTR	yybE_yybD	BSU_40670	Transcription factor/ other/ based on similarity	1.11	0.36720246809154
S980.3943	sRNA_independent	S980	new_2691497_2692644_c	na	1.11	na
ywcE.5755	CDS	ywcE	BSU_38130	Sporulation/ other, Membrane proteins, Additional germination proteins	1.11	0.770486226777936
ywsA.5439	CDS	ywsA	BSU_35980	Proteins of unknown function	1.1	0.150071637054308
glgA.4672	CDS	glgA	BSU_30950	Biosynthesis of glycogen, Sporulation proteins/ other	-1.1	0.339018602475328
S1017.4061	sRNA_independent	S1017	new_2756227_2756311	na	1.1	na
S1016.4059	sRNA_independent	S1016	new_2755836_2755986	na	-1.1	na
yozJ.2856	CDS	yozJ	BSU_18900	Proteins of unknown function	-1.1	na
S498.2058	sRNA_independent	S498	new_1446289_1447115_c	na	1.1	na
pucG.4922	CDS	pucG	BSU_32520	Utilization of nucleotides	-1.1	0.295551622533767
pstS.3758	CDS	pstS	BSU_24990	Phosphate metabolism, Membrane proteins, Uptake of ions, Phosphorylation on either a Ser, Thr or Tyr residue, Secreted proteins	-1.09	0.529213261053238
yvjA.5326	CDS	yvjA	BSU_35280	Proteins of unknown function, Membrane proteins	-1.09	0.162196114963238
yizD.1716	CDS	yizD	BSU_11549	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	1.08	na
mbtH_dhbF.4838	intergenic_UTR	mbtH_dhbF	BSU_31959	Proteins of unknown function	-1.08	0.139107111847533
yoqG.3110	CDS	yoqG	BSU_20640	SP-beta prophage	-1.08	na
yrbG.4181	CDS	yrbG	BSU_27680	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	1.07	0.233512068731015
alsD_alsS.5443	intergenic_UTR	alsD_alsS	BSU_36000	Overflow metabolism, Phosphorylation on either a Ser, Thr or Tyr residue	-1.07	0.567897506231708
bioI.4573	CDS	bioI	BSU_30190	Biosynthesis/ acquisition of biotin	-1.07	0.398476055512202
S1240.4864	sRNA_5UTR	S1240	new_3302764_3302893_c	na	1.07	0.70750890204273
yopG_yopF.3150	intergenic_UTR	yopG_yopF	BSU_20900	SP-beta prophage	1.07	0.477883453393586
S1431.5594	sRNA_independent	S1431	new_3794076_3794165_c	na	1.06	na
pstC_pstS.3757	intergenic_UTR	pstC_pstS	BSU_24980	Phosphate metabolism, Membrane proteins, Uptake of ions	-1.06	0.415894463433519
xkdI.1881	CDS	xkdI	BSU_12630	PBSX prophage	-1.06	0.526856999345745
xkdV.1905	CDS	xkdV	BSU_12750	PBSX prophage	-1.06	0.0981825013918954
S793.3163	S_feature	S793	new_2216815_2217132_c	na	-1.06	na
yhcE_yhcF.1354	intergenic_UTR	yhcE_yhcF	BSU_09050	Membrane proteins, Exporters of unknown function	-1.05	na
ykuC_ltdD.2095	intergenic_UTR	ykuC_ltdD	BSU_14030	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	1.05	0.0905358621357288
walM_ydjN.973	intergenic_UTR	walM_ydjN	BSU_06250	Cell wall/ other, Secreted proteins	1.05	0.492294397140119
yomN.3211	CDS	yomN	BSU_21290	SP-beta prophage	1.05	0.32386027913287
S738.2920	S_feature	S738	new_2098330_2098837	na	1.05	0.112958261078333
xkdU.1902	CDS	xkdU	BSU_12740	PBSX prophage	-1.05	0.457346667225223
S1028.4093	S_feature	S1028	new_2779386_2779461_c	na	-1.05	0.385919477262467
YP_009514012.5811	CDS	YP_009514012	na	na	1.04	na
yveF.5199	pseudogene	yveF	BSU_34420	Proteins of unknown function	-1.04	na
yorW.3061	CDS	yorW	BSU_20230	SP-beta prophage	1.03	na
S172.769	S_feature	S172	new_535832_536095	na	1.03	na
ykvT.2064	CDS	ykvT	BSU_13820	Autolysis/ based on similarity	1.03	0.380350164349802
yxlC.5841	CDS	yxlC	BSU_38690	Control of sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	-1.03	0.0643177659584225
tcyM.4446	CDS	tcyM	BSU_29350	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	1.03	na
S1000.4005	S_feature	S1000	new_2723805_2723891_c	na	1.02	na
fadE_fadA.4969	intergenic_UTR	fadE_fadA	BSU_32820	Utilization of fatty acids, Membrane proteins	1.02	na
ydfE.839	CDS	ydfE	BSU_05380	Proteins of unknown function	1.02	0.145374900441456
ydfJ.846	CDS	ydfJ	BSU_05430	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	1.02	0.488801786324241
bmrB.1438	CDS	bmrB	BSU_09700	Other regulators	1.02	na
yopG.3149	CDS	yopG	BSU_20900	SP-beta prophage	1.01	0.310693230493731
YP_009513968.3185	CDS	YP_009513968	na	na	-1.01	na
yotM.3003	CDS	yotM	BSU_19830	SP-beta prophage	-1.01	na
S652.2680	S_feature	S652	new_1914233_1914999_c	na	1.01	0.137436424918396
pghC.2590	CDS	pghC	BSU_17270	Membrane proteins, Capsule biosynthesis and degradation	1.01	0.471750414224755
yoyK.3252	pseudogene	yoyK	BSU_21598	SP-beta prophage, Pseudogenes	-1.01	na
ytcP.4570	CDS	ytcP	BSU_30170	Membrane proteins, Efp-dependent proteins, Uptake of carbon sources, Utilization of pectin	-1.01	na
gmuA_gmuC.899	intergenic_UTR	gmuA_gmuC	BSU_05820	Utilization of glucomannan, Sugar specific PTS proteins, Phosphorylation on a His residue	1.01	na
xtrA.1868	CDS	xtrA	BSU_12550	PBSX prophage	1.01	na
S494.2045	sRNA_independent	S494	new_1439340_1439447	na	1.01	0.41097534171393
yhcD.1352	CDS	yhcD	BSU_09040	Proteins of unknown function	-1.01	na
yesV.1083	CDS	yesV	BSU_07040	Utilization of pectin	-1.0	na
yoqN.3101	CDS	yoqN	BSU_20570	SP-beta prophage	-1.0	na
sigG_S565.2298	CDS_3'UTR	sigG_S565	BSU_15330	Sigma factors, Sigma factors, Sporulation proteins/ other	1.0	0.483261048167824
yuzG.4863	CDS	yuzG	BSU_32120	Membrane proteins, Proteins of unknown function	1.0	0.695382364443016
S513.2108	sRNA_independent	S513	new_1483671_1483955	na	1.0	0.120564291433215
ykzM.1885	CDS	ykzM	BSU_12649	PBSX prophage	-1.0	0.381083730549795
yjdJ.1804	CDS	yjdJ	BSU_12070	Membrane proteins, Proteins of unknown function	1.0	0.0580848452930277
S871.3476	S_feature	S871	new_2406881_2407627	na	1.0	0.347628542597603
yhjO.1570	CDS	yhjO	BSU_10580	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	-1.0	na
spoIIT.3714	CDS	spoIIT	BSU_36770	Sporulation/ other	1.0	0.586200675631365
fhuC_fhuG.5039	intergenic_UTR	fhuC_fhuG	BSU_33290	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	-1.0	na
Novel_transcript.5487	Novel_transcript	Novel_transcript	na	na	-0.99	na
YP_009513996.4351	CDS	YP_009513996	na	na	0.99	na
glnT.390	CDS	glnT	BSU_02420	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Membrane proteins, Solute:sodium symporter family, Alanine or glycine cation symporter family	-0.99	0.483152053491517
S1384.5441	sRNA_independent	S1384	new_3708133_3708785	na	0.99	0.13965782584998
ctpB.5322	CDS	ctpB	BSU_35240	Control of sigma factors, Sporulation proteins/ other, Additional proteins involved in proteolysis	0.99	0.357973952374028
yhbE.1336	CDS	yhbE	BSU_08950	Flagellar proteins	-0.99	0.478474272686942
thiC_S308.1315	CDS_3'UTR	thiC_S308	BSU_08790	Biosynthesis/ acquisition of thiamine, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Phosphorylation on a Tyr residue	-0.99	0.0586778212697463
xkdQ.1897	CDS	xkdQ	BSU_12700	PBSX prophage	-0.99	0.430046409401947
xkdG_ykzL.1878	intergenic_UTR	xkdG_ykzL	BSU_12610	PBSX prophage, Secreted proteins	-0.99	na
yuzM.4978	CDS	yuzM	BSU_32859	Newly identified sporulation proteins (based on transcription profiling)	-0.99	na
ytvI.4417	CDS	ytvI	BSU_29160	Sporulation proteins/ other, Membrane proteins	0.99	na
ytrA.4606	CDS	ytrA	BSU_30460	Transcription factors/ other, Cold stress proteins, Resistance against toxins/ antibiotics, Newly identified competence genes, Sporulation/ other	0.99	0.13075359755956
iolD_iolC.5999	intergenic_UTR	iolD_iolC	BSU_39730	Utilization of inositol	-0.99	na
S453.1848	S_feature	S453	new_1313663_1313744_c	na	0.99	na
bioD.4575	CDS	bioD	BSU_30210	Biosynthesis/ acquisition of biotin	-0.99	0.071069509074115
yyaN.6164	CDS	yyaN	BSU_40800	Transcription factor/ other/ based on similarity, Efp-dependent proteins	-0.98	0.647723959738005
yngL.2760	CDS	yngL	BSU_18290	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.98	na
yddI.780	CDS	yddI	BSU_04980	ICEBs1, Membrane proteins, Proteins of unknown function	-0.98	na
glsA.391	CDS	glsA	BSU_02430	Utilization of glutamine/ glutamate	-0.98	na
S925.3713	S_feature	S925	new_2555662_2555886_c	na	0.98	na
gerAB.5010	CDS	gerAB	BSU_33060	Membrane proteins, Germinant receptors, APC superfamily	0.98	na
maa_yyaH.6171	intergenic_UTR	maa_yyaH	BSU_40850	Utilization of starch/ maltodextrin	0.97	na
S1003.4025	sRNA_independent	S1003	new_2734144_2734373_c	na	0.97	0.159814967845151
bioB.4574	CDS	bioB	BSU_30200	Biosynthesis/ acquisition of biotin	-0.97	0.0523513219409969
S380.1588	S_feature	S380	new_1150428_1150514_c	na	0.97	na
capC.5427	CDS	capC	BSU_35890	Capsule biosynthesis and degradation	-0.97	0.0693991269525971
yabS_prkT.114	CDS	yabS_prkT	BSU_00650	Newly identified sporulation proteins (based on transcription profiling)	0.97	0.485224993199472
S645.2660	sRNA_independent	S645	new_1903330_1903490	na	0.97	na
gerT.2956	CDS	gerT	BSU_19490	Additional germination proteins, Not yet assigned	-0.96	na
bmrB.1437	putative_sRNA	bmrB	BSU_09700	Other regulators	0.96	na
senS.1317	CDS	senS	BSU_08810	Utilization of other polymeric carbohydrates, Transcription factors/ other	0.96	na
efpI_ymfJ.2535	intergenic_UTR	efpI_ymfJ	BSU_16870	Protein modification/ other, Swarming, Translation factor modification and maturation	-0.96	0.51118689463021
ytzL.4643	CDS	ytzL	BSU_30739	Newly identified sporulation proteins (based on transcription profiling)	0.96	na
spoVE_murG.2279	intergenic_UTR	spoVE_murG	BSU_15210	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Sporulation proteins/ other, Membrane proteins	0.96	0.585798982473796
yqfZ.3766	CDS	yqfZ	BSU_25060	Sporulation proteins/ other	0.95	0.295551622533767
oxdD.2816	CDS	oxdD	BSU_18670	Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate), Class V	0.95	na
lpdV_buk.3628	intergenic_UTR	lpdV_buk	BSU_24060	Utilization of branched-chain amino acids, Swarming	-0.95	0.385919477262467
yhbF.1338	CDS	yhbF	BSU_08960	Flagellar proteins	-0.95	0.687354940547343
cotF.6124	CDS	cotF	BSU_40530	Not yet assigned, Phosphorylation on an Arg residue	0.95	0.628844135805707
S689_mswF.2797	sRNA_5UTR	S689_mswF	new_2025088_2025159_c	na	0.95	0.552395031218182
alsD.5442	CDS	alsD	BSU_36000	Overflow metabolism, Phosphorylation on either a Ser, Thr or Tyr residue	-0.95	0.59579633764704
thiW.1974	CDS	thiW	BSU_13220	Biosynthesis/ acquisition of thiamine, Membrane proteins, Class I ECF transporter	-0.95	0.0817588184909219
frlB.4933	CDS	frlB	BSU_32610	Utilization of amino sugars, Utilization of amino sugars, Membrane proteins, Phosphorylation on an Arg residue	-0.95	0.0535589741297908
yraJ.4049	putative_sRNA	yraJ	BSU_26920	Proteins of unknown function	-0.95	0.151971954648969
comGE.3717	CDS	comGE	BSU_24690	Genetic competence, Genetic competence, Membrane proteins	0.95	0.408417281116734
ygzA.1310	CDS	ygzA	BSU_08770	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	0.95	0.277142331684724
yjzI.1825	CDS	yjzI	BSU_12229	Proteins of unknown function	0.95	0.664968244558416
yomW.3201	CDS	yomW	BSU_21200	SP-beta prophage	0.95	na
yndF.2674	CDS	yndF	BSU_17770	Germination/ based on similarity, Membrane proteins	-0.94	0.549925157941124
ykzV.2177	CDS	ykzV	BSU_14569	Newly identified sporulation proteins (based on transcription profiling)	0.94	na
ganQ_ganP.5162	intergenic_UTR	ganQ_ganP	BSU_34140	Utilization of galactan, Membrane proteins	0.94	na
bioFC.4576	CDS	bioFC	BSU_30220	Biosynthesis/ acquisition of biotin	-0.94	0.523644235181553
yflD.1178	CDS	yflD	BSU_07720	Proteins of unknown function, General stress proteins (controlled by SigB)	0.93	0.339018602475328
yjaU.1669	CDS	yjaU	BSU_11280	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	0.93	0.101829218042086
xkdM.1888	CDS	xkdM	BSU_12660	PBSX prophage, Secreted proteins	-0.93	0.0653205195483346
kdgT_kdgA.3335	intergenic_UTR	kdgT_kdgA	BSU_22090	Utilization of hexuronate, Carbohydrate transporter, Efp-dependent proteins, Membrane proteins	-0.93	na
yhjQ.1572	CDS	yhjQ	BSU_10600	Newly identified sporulation proteins (based on transcription profiling), Copper	0.92	na
S986.3976	sRNA_independent	S986	new_2707685_2707807	na	-0.92	na
bioK.4577	CDS	bioK	BSU_30230	Biosynthesis/ acquisition of biotin	-0.92	0.492861350216694
tboTB.5681	transcript	tboTB	BSU_misc_RNA_57	na	-0.92	0.100260321606839
yomF.3223	CDS	yomF	BSU_21380	SP-beta prophage	0.92	na
yvkN.5310	CDS	yvkN	BSU_35140	Proteins of unknown function	0.92	0.430313674304916
putM.4976	CDS	putM	BSU_32850	Utilization of fatty acids, Newly identified sporulation proteins (based on transcription profiling)	0.91	na
levB.5205	CDS	levB	BSU_34460	Utilization of other polymeric carbohydrates, Membrane proteins	-0.91	na
murG_murB.2282	intergenic_UTR	murG_murB	BSU_15220	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Sporulation proteins/ other, Essential genes, Membrane proteins	-0.91	0.178227948108774
Novel_transcript.5795	Novel_transcript	Novel_transcript	na	na	0.91	na
yomR.3207	CDS	yomR	BSU_21250	SP-beta prophage	0.91	0.576255614578901
yqgQ.3742	CDS	yqgQ	BSU_24860	Poorly characterized/ putative enzymes	0.91	0.313429285978465
yjzK.1756	CDS	yjzK	BSU_11799	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	-0.91	na
ytvB_S1158.4590	sRNA_5UTR	ytvB_S1158	BSU_30330	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.91	0.137436424918396
ywkB_maeA.5607	intergenic_UTR	ywkB_maeA	BSU_37040	Membrane proteins, Proteins of unknown function	0.91	0.498025551074707
yefC_yeeA.1048	intergenic_UTR	yefC_yeeA	BSU_06750	DNA repair/ recombination/ based on similarity	0.9	0.36751151893912
cstA.4352	CDS	cstA	BSU_28710	Other transporters, Utilization of organic acids, Membrane proteins	-0.9	0.13075359755956
tswB.1977	transcript	tswB	BSU_misc_RNA_19	na	-0.9	0.185047130620053
S545.2234	S_feature	S545	new_1565737_1565848	na	0.9	0.569353086127477
conE.776	CDS	conE	BSU_04940	ICEBs1, Membrane proteins	0.9	0.685741854490774
yycD.6108	CDS	yycD	BSU_40450	General stress proteins (controlled by SigB)	0.9	0.497402550756689
tboT.4385	transcript	tboT	BSU_misc_RNA_48	na	-0.89	0.0523513219409969
adaA.301	CDS	adaA	BSU_01810	DNA repair/ recombination, Transcription factors/ other, Prophage 1, Trigger enzymes that act directly as transcription factors by binding DNA, Other proteins	0.89	0.306611614522274
yoqF.3111	CDS	yoqF	BSU_20650	SP-beta prophage	-0.89	na
ispF.156	CDS	ispF	BSU_00910	Biosynthesis of isoprenoids, General stress proteins (controlled by SigB), Essential genes	-0.89	0.185047130620053
yomO.3210	CDS	yomO	BSU_21280	SP-beta prophage	0.89	0.583560335077808
thiX.1973	CDS	thiX	BSU_13210	Biosynthesis/ acquisition of thiamine, Membrane proteins, Class I ECF transporter	-0.89	0.0896623655752939
S612.2560	sRNA_independent	S612	new_1780399_1780532	na	-0.89	na
yozP.3215	CDS	yozP	BSU_21310	SP-beta prophage	0.89	0.501247129675871
yisZ.1619	CDS	yisZ	BSU_10910	Sulfur metabolism, Sporulation proteins/ other, sulfur metabolism/ general	-0.89	na
albF.5658	CDS	albF	BSU_37420	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Phosphorylation on an Arg residue	0.89	0.0983919135885372
Novel_transcript.181	Novel_transcript	Novel_transcript	na	na	0.89	0.443389284597805
ytbQ.4572	CDS	ytbQ	BSU_30180	Proteins of unknown function	-0.89	0.0983919135885372
S638.2649	S_feature	S638	new_1899126_1899205_c	na	0.89	0.707844359619145
lmrB_lmrA.426	intergenic_UTR	lmrB_lmrA	BSU_02670	Resistance against toxins/ antibiotics, Membrane proteins, Other transporters	0.88	0.522174092573403
ygaN.1324	CDS	ygaN	BSU_08870	Proteins of unknown function	-0.88	0.31908614328545
gerAA.5009	CDS	gerAA	BSU_33050	Membrane proteins, Germinant receptors	0.88	0.515227027676847
yosR.3032	pseudogene	yosR	BSU_20030	Electron transport/ other, SP-beta prophage	0.88	na
yppF.3365	CDS	yppF	BSU_22260	Proteins of unknown function	0.88	0.264472755149397
yetA.1088	CDS	yetA	BSU_07090	Utilization of pectin	-0.88	na
xkdK_xkdM.1887	intergenic_UTR	xkdK_xkdM	BSU_12650	PBSX prophage, Secreted proteins	-0.88	0.600786943846399
yfiG.1247	CDS	yfiG	BSU_08260	Utilization of inositol, Membrane proteins, Carbohydrate transporter	-0.88	na
hupN.3181	CDS	hupN	BSU_21050	Genetics/ other/ based on similarity, SP-beta prophage	-0.88	na
bsnA.4925	putative_sRNA	bsnA	BSU_32540	Phosphate metabolism, Endoribonucleases, Secreted proteins	-0.88	0.529213261053238
cmpA.751	CDS	cmpA	G8J2-20	Not yet assigned	-0.88	na
bkdAA_lpdV.3626	intergenic_UTR	bkdAA_lpdV	BSU_24050	Utilization of branched-chain amino acids	-0.88	0.192364705978355
S556.2272	S_feature	S556	new_1586172_1586239	na	0.88	0.47788886951891
yqbE.3934	CDS	yqbE	BSU_26140	Skin element	0.88	0.685741854490774
yesL.1073	CDS	yesL	BSU_06940	Membrane proteins, Proteins of unknown function	0.87	na
S1450.5661	S_feature	S1450	new_3842996_3845478	na	0.87	0.158320265858255
S1175.4650	sRNA_independent	S1175	new_3146090_3146171_c	na	0.87	0.449676981411153
bpsA.3328	CDS	bpsA	BSU_22050	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Newly identified sporulation proteins (based on transcription profiling)	0.87	na
yjmC.1839	CDS	yjmC	BSU_12320	Utilization of hexuronate, Sporulation proteins/ other	-0.87	na
S302.1307	S_feature	S302	new_945324_945415	na	0.87	0.137853275206803
ypzG.3347	CDS	ypzG	BSU_22169	Newly identified sporulation proteins (based on transcription profiling)	0.87	0.32386027913287
glgD.4673	CDS	glgD	BSU_30960	Biosynthesis of glycogen, Sporulation proteins/ other	-0.87	0.376177463180806
acdA.5627	CDS	acdA	BSU_37170	Utilization of fatty acids	-0.87	0.428036792304215
S1157.4588	S_feature	S1157	new_3105438_3105878	na	0.87	0.519776610306151
spoVD.2271	CDS	spoVD	BSU_15170	Penicillin-binding proteins, Sporulation proteins/ other, Membrane proteins	0.87	0.331956059391617
S1250.4906	sRNA_independent	S1250	new_3328673_3328761	na	0.86	0.643752861305096
bioW.4578	CDS	bioW	BSU_30240	Biosynthesis/ acquisition of biotin	-0.86	0.143406171435909
yteA.4659	CDS	yteA	BSU_30840	Sporulation proteins/ other	0.86	na
yorQ.3067	CDS	yorQ	BSU_20290	SP-beta prophage	-0.86	0.445753135235315
yorF.3079	CDS	yorF	BSU_20400	SP-beta prophage	-0.86	0.306418226212592
yvdQ.5211	CDS	yvdQ	BSU_34510	Spore coat protein/ based on similarity, Efp-dependent proteins	0.86	na
licA.5824	CDS	licA	BSU_38570	Utilization of other polymeric carbohydrates, Sugar specific PTS proteins, Phosphorylation on a His residue	-0.86	0.717360677094426
thiV.1975	CDS	thiV	BSU_13230	Biosynthesis/ acquisition of thiamine, Membrane proteins, Class I ECF transporter	-0.86	0.142104494771132
ctaO.1807	CDS	ctaO	BSU_12080	Biosynthesis of heme/ siroheme, Membrane proteins	0.86	0.514727824510921
xtmA.1870	CDS	xtmA	BSU_12570	DNA replication, PBSX prophage	-0.86	0.226100368066809
yobA.2839	CDS	yobA	BSU_18810	Proteins of unknown function	0.86	na
dctR.698	CDS	dctR	BSU_04460	Utilization of organic acids, Two-component system response regulators, Phosphorylation on an Asp residue	-0.85	0.523425644954919
ykjA.1951	CDS	ykjA	BSU_13060	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.85	0.554415158649322
nrdIB.3042	CDS	nrdIB	BSU_20070	SP-beta prophage, Poorly characterized/ putative enzymes	-0.85	na
S36.110	S_feature	S36	new_70382_70493	na	0.85	0.160709898297758
yosE.3051	CDS	yosE	BSU_20150	SP-beta prophage	-0.85	na
lplD.1092	CDS	lplD	BSU_07130	Utilization of pectin, Newly identified sporulation proteins (based on transcription profiling)	0.85	na
xhlA.1912	CDS	xhlA	BSU_12790	PBSX prophage, Membrane proteins	-0.85	0.408417281116734
gamR_ybgB.382	intergenic_UTR	gamR_ybgB	BSU_02370	Utilization of cell wall components, Utilization of amino sugars, Transcription factors/ other, Utilization of amino sugars	0.85	0.406452568189904
yugT.4729	putative_sRNA	yugT	BSU_31290	Utilization of other polymeric carbohydrates, Newly identified sporulation proteins (based on transcription profiling)	0.85	na
yqhV.3680	CDS	yqhV	BSU_24440	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	-0.85	na
conG.778	CDS	conG	BSU_04960	ICEBs1, Membrane proteins	0.84	na
xtmB.1871	CDS	xtmB	BSU_12580	DNA replication, PBSX prophage	-0.84	0.109997341782365
S1263.4959	sRNA_independent	S1263	new_3364963_3365068_c	na	0.84	0.0687343897316181
xkdW.1907	CDS	xkdW	BSU_12760	PBSX prophage	-0.84	0.501247129675871
S1504.5892	sRNA_independent	S1504	new_4007659_4007722_c	na	0.84	0.445141418847327
S340.1436	sRNA_independent	S340	new_1044967_1045036	na	0.84	na
spoVID.4252	CDS	spoVID	BSU_28110	Class I	0.84	0.294625523960978
yodN.2981	CDS	yodN	BSU_19670	Newly identified sporulation proteins (based on transcription profiling)	0.84	0.501247129675871
S1178.4660	S_feature	S1178	new_3154077_3154734_c	na	0.84	na
S286.1258	S_feature	S286	new_911330_911718_c	na	0.84	0.578759722204317
ydzTn.932	pseudogene	ydzTn	BSU_06038	Prophage 3, Pseudogenes	0.84	na
pxpC_pxpR.644	intergenic_UTR	pxpC_pxpR	BSU_04090	Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases, Detoxification reactions	-0.84	0.277191757316264
acoB.1221	CDS	acoB	BSU_08070	Utilization of acetoin	0.84	na
xylA.2643	CDS	xylA	BSU_17600	Utilization of xylan/ xylose	0.84	0.13075359755956
yqxH.3906	CDS	yqxH	BSU_25910	Skin element	-0.83	na
S759.3004	S_feature	S759	new_2152853_2153170_c	na	-0.83	na
abnA.4365	CDS	abnA	BSU_28810	Utilization of arabinan/ arabinose/ arabitol, Secreted proteins	-0.83	na
S1521_S1522.5977	sRNA_5UTR	S1521_S1522	new_4065569_4065980_c	na	0.83	0.313429285978465
S869.3468	sRNA_independent	S869	new_2401843_2402036	na	0.83	na
