pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
mntP.5591	CDS	mntP	BSU_36940	Membrane proteins, Proteins of unknown function	0.3	na
desE.2903	CDS	desE	BSU_19180	Lipid metabolism/ other, Cold stress proteins, Membrane proteins	0.3	0.267728413196599
nrdF.2608	CDS	nrdF	BSU_17390	Biosynthesis/ acquisition of nucleotides/ other, Essential genes	0.3	0.420873183790893
S1240.4864	sRNA_5UTR	S1240	new_3302764_3302893_c	na	0.3	na
besA.4848	CDS	besA	BSU_32010	Acquisition of iron / Other, Acquisition of iron / Other, Efp-dependent proteins	0.3	0.935407732475218
epsE.5185	CDS	epsE	BSU_34330	Biofilm formation, Membrane proteins, Phosphorylation on a Tyr residue, Additional chemotaxis signal transduction and regulatory proteins, Matrix polysaccharide synthesis	0.3	0.256587555223672
ywlA.5597	CDS	ywlA	BSU_36980	Membrane proteins, Proteins of unknown function	-0.3	0.511245042502211
ydcO.761	CDS	ydcO	BSU_04840	ICEBs1	0.3	na
ldeF.2751	CDS	ldeF	BSU_18220	Utilization of branched-chain amino acids, Sporulation proteins/ other	-0.3	na
YP_009514001.4796	CDS	YP_009514001	na	na	-0.3	na
acuB.4508	CDS	acuB	BSU_29700	Proteins of unknown function	-0.3	0.274186316323546
pxpA.634	CDS	pxpA	BSU_04050	Detoxification reactions	0.3	0.511245042502211
S443.1805	S_feature	S443	new_1278946_1279513_c	na	0.3	0.850136799000348
yxbF.6016	CDS	yxbF	BSU_39850	Transcription factor/ other/ based on similarity	0.3	0.593394211458331
yvzI.5396	pseudogene	yvzI	BSU_35698	Pseudogenes	0.3	na
yusI.4966	CDS	yusI	BSU_32810	Resistance against toxic metals/ based on similarity	0.3	0.25122000306243
bacB.5703	CDS	bacB	BSU_37730	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.3	0.0800427891750185
yxjH.5877	CDS	yxjH	BSU_38950	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity	0.3	0.161583867553275
ydeC.806	CDS	ydeC	BSU_05150	Transcription factor/ other/ based on similarity, General stress proteins (controlled by SigB)	0.3	0.734624291692773
fmnP_ypzE.3481	intergenic_UTR	fmnP_ypzE	BSU_23050	ECF transporter, Biosynthesis/ acquisition of riboflavin/ FAD, Membrane proteins, The substrate-specific S components of the ECF transporters	-0.3	0.58803717396118
S1448.5644	S_feature	S1448	new_3830002_3830131_c	na	0.29	na
thrZ.5680	CDS	thrZ	BSU_37560	Aminoacyl-tRNA synthetases	0.29	0.63423835004444
cotNW.4989	CDS	cotNW	BSU_32950	Newly identified sporulation proteins (based on transcription profiling)	0.29	na
yfhK_spdL.1283	intergenic_UTR	yfhK_spdL	BSU_08570	General stress proteins (controlled by SigB)	-0.29	0.178513784803527
epsD_epsC.5187	intergenic_UTR	epsD_epsC	BSU_34340	Biofilm formation, Matrix polysaccharide synthesis	0.29	0.652964473330851
S469_metE.1967	CDS_3'UTR	S469_metE	new_1383187_1383294_c	na	0.29	0.665873956767629
yozD.2978	CDS	yozD	BSU_19660	Newly identified sporulation proteins (based on transcription profiling)	-0.29	na
yrhC_mccB.4103	intergenic_UTR	yrhC_mccB	BSU_27240	Proteins of unknown function	-0.29	na
S442.1801	S_feature	S442	new_1277495_1278195_c	na	0.29	0.0521001852868906
yqeW.3826	CDS	yqeW	BSU_25420	Phosphate metabolism, Uptake of other small ions, Membrane proteins	-0.29	na
ctaE.2228	CDS	ctaE	BSU_14910	Terminal oxidases, Membrane proteins	0.29	0.280005091188686
yfjF.1227	CDS	yfjF	BSU_08120	Membrane proteins, Proteins of unknown function	0.29	0.433573471200385
galK_ywcD.5768	intergenic_UTR	galK_ywcD	BSU_38200	Utilization of galactose	0.29	na
sunI.3237	CDS	sunI	BSU_21490	Resistance against toxins/ antibiotics, Toxins, antitoxins and immunity against toxins, SP-beta prophage, Membrane proteins	-0.29	0.270778435617727
xkdE.1873	CDS	xkdE	BSU_12590	PBSX prophage	-0.29	0.765497117748726
yonK.3186	CDS	yonK	BSU_21060	SP-beta prophage	-0.29	na
yjmD.1840	CDS	yjmD	BSU_12330	Utilization of hexuronate, Sporulation proteins/ other	0.29	na
bacA.5704	CDS	bacA	BSU_37740	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.29	0.240604540094433
yvzJ.5240	CDS	yvzJ	BSU_34729	Proteins of unknown function	0.29	na
ydzN.798	CDS	ydzN	BSU_05109	Proteins of unknown function	0.29	0.766210670952134
rghRA.5091	CDS	rghRA	BSU_33660	Transcription factors/ other, phosphorelay, phosphorelay	0.29	0.489000281759468
yqkC.3567	CDS	yqkC	BSU_23650	Proteins of unknown function	0.29	0.405318215741163
catD_catE.1244	intergenic_UTR	catD_catE	BSU_08230	Resistance against oxidative and electrophile stress, Membrane proteins, Detoxification reactions	0.29	na
yhaX.1455	CDS	yhaX	BSU_09830	Class I	-0.29	0.793516212975532
ptb.3633	CDS	ptb	BSU_24090	Utilization of branched-chain amino acids	-0.29	0.420873183790893
S1431.5594	sRNA_independent	S1431	new_3794076_3794165_c	na	-0.29	na
nosA.1161	CDS	nosA	BSU_07630	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.29	0.489000281759468
xkdE_xkdF.1875	intergenic_UTR	xkdE_xkdF	BSU_12590	PBSX prophage	-0.29	na
khtU_khtT.1458	intergenic_UTR	khtU_khtT	BSU_09850	Membrane proteins, Metal ion transporter, Potassium uptake/ export	-0.29	na
yunG.4904	CDS	yunG	BSU_32400	Proteins of unknown function	0.29	na
yobS_yobT.2890	intergenic_UTR	yobS_yobT	BSU_19070	Transcription factor/ other/ based on similarity	0.29	na
gdnC.1955	CDS	gdnC	BSU_13090	Membrane proteins, Other exporters	-0.29	na
iolH_iolG.5991	intergenic_UTR	iolH_iolG	BSU_39690	Utilization of inositol	0.29	na
S465.1944	sRNA_independent	S465	new_1369868_1371036	na	0.29	na
yhjC.1549	CDS	yhjC	BSU_10460	Proteins of unknown function	-0.29	0.364228427237579
ywjB_ywjA.5635	intergenic_UTR	ywjB_ywjA	BSU_37220	Membrane proteins, Proteins of unknown function	-0.29	0.355202768041862
yhcG_yhcH.1358	intergenic_UTR	yhcG_yhcH	BSU_09070	Membrane proteins, Exporters of unknown function	0.29	na
adhR.4058	CDS	adhR	BSU_27000	Transcription factors/ other, Resistance against oxidative and electrophile stress	0.29	na
xkdK.1886	CDS	xkdK	BSU_12650	PBSX prophage, Secreted proteins	-0.29	0.566796198180293
yjzF.1781	CDS	yjzF	BSU_11928	Proteins of unknown function	0.29	na
yvcT.5232	putative_sRNA	yvcT	BSU_34680	Proteins of unknown function	-0.29	0.203854314328392
mccA_mtnN.4108	intergenic_UTR	mccA_mtnN	BSU_27260	Biosynthesis/ acquisition of cysteine	0.29	na
feuV.4987	CDS	feuV	BSU_32940	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	0.29	0.269482903880934
yorN.3070	CDS	yorN	BSU_20320	SP-beta prophage	0.29	na
yodN.2981	CDS	yodN	BSU_19670	Newly identified sporulation proteins (based on transcription profiling)	0.29	na
Novel_transcript.628	Novel_transcript	Novel_transcript	na	na	0.29	na
ctc_pth.91	intergenic_UTR	ctc_pth	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	-0.29	0.0541849014164542
S533.2189	S_feature	S533	new_1533940_1534049	na	-0.29	na
S126_srfAA.556	sRNA_5UTR	S126_srfAA	new_376667_376967	na	-0.29	0.511245042502211
yrhC.4102	CDS	yrhC	BSU_27240	Proteins of unknown function	-0.29	na
pyrC.2326	CDS	pyrC	BSU_15500	Biosynthesis/ acquisition of pyrimidine nucleotides	0.29	0.446960357429344
lytC_lytB.5380	intergenic_UTR	lytC_lytB	BSU_35620	Autolysis, Motility and chemotaxis/ other	-0.29	0.144272759782058
yhcN.1368	CDS	yhcN	BSU_09150	Membrane proteins, Additional germination proteins	-0.29	na
S1299.5120	S_feature	S1299	new_3471824_3472588	na	-0.29	0.753417856774781
yckC.542	CDS	yckC	BSU_03390	Sporulation proteins/ other, Membrane proteins	-0.29	0.727641087317023
ywhL.5662	CDS	ywhL	BSU_37440	Proteins of unknown function	0.29	na
pchC.5297	CDS	pchC	BSU_35070	Acquisition of iron / Other, Acquisition of iron / Other	0.29	0.593394211458331
sucC.2414	CDS	sucC	BSU_16090	TCA cycle, Substrate-level phosphorylation, Phosphorylation on a Ser residue	-0.29	0.576775912124792
gntK.6044	CDS	gntK	BSU_40060	Utilization of gluconate	0.29	0.511245042502211
ybfB.352	CDS	ybfB	BSU_02170	Membrane proteins, Proteins of unknown function	-0.29	na
S529.2174	sRNA_independent	S529	new_1525061_1525238_c	na	-0.29	na
buk.3629	CDS	buk	BSU_24070	Utilization of branched-chain amino acids	-0.29	0.454588469614699
trpC.3425	pseudogene	trpC	BSU_22660	Biosynthesis/ acquisition of aromatic amino acids	0.29	0.653226330398759
cotC.2664	CDS	cotC	BSU_17700	Not yet assigned	0.29	na
mtnD.2031	CDS	mtnD	BSU_13620	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine	0.29	0.670181336416746
hupN.3181	CDS	hupN	BSU_21050	Genetics/ other/ based on similarity, SP-beta prophage	-0.29	na
ywaF.5805	CDS	ywaF	BSU_38440	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	-0.29	na
epsD.5186	CDS	epsD	BSU_34340	Biofilm formation, Matrix polysaccharide synthesis	0.29	0.266505069770312
S198.872	sRNA_independent	S198	new_606414_606611_c	na	0.29	na
cah.503	CDS	cah	BSU_03180	Resistance against toxins/ antibiotics	0.28	0.685504648871018
S441.1799	S_feature	S441	new_1276876_1277061_c	na	0.28	0.765497117748726
glpF.1385	CDS	glpF	BSU_09280	Utilization of glycerol/ glycerol-3-phosphate, Membrane proteins, Carbohydrate transporter	-0.28	0.850960947247852
yhaJ.1480	CDS	yhaJ	BSU_09965	Biosynthesis of antibacterial compounds/ based on similarity, Membrane proteins	0.28	0.748876988377384
trpE.3427	CDS	trpE	BSU_22680	Biosynthesis/ acquisition of aromatic amino acids	-0.28	0.367278316845331
yxaB.6040	CDS	yxaB	BSU_40030	Biofilm formation, General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes, Other proteins required for biofilm formation	-0.28	0.560101391049803
pth_fin.93	intergenic_UTR	pth_fin	BSU_00530	Translation/ other, General stress proteins (controlled by SigB), Essential genes	-0.28	0.147072984853657
akrN.1414	CDS	akrN	BSU_09530	Biosynthesis of fatty acids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	-0.28	0.248686307848836
yosT.3030	CDS	yosT	BSU_20010	SP-beta prophage	-0.28	0.8460442135347
yqgM.3748	CDS	yqgM	BSU_24910	Proteins of unknown function	0.28	0.793516212975532
ydaN.673	CDS	ydaN	BSU_04310	General stress proteins (controlled by SigB)	-0.28	0.597232412416108
yknU.2142	CDS	yknU	BSU_14320	Membrane proteins, Exporters of unknown function	-0.28	0.687239397420868
ywbO.5776	CDS	ywbO	BSU_38250	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.28	0.367278316845331
fswB_ypzE.3483	transcript	fswB_ypzE	BSU_misc_RNA_78	na	-0.28	0.697057980180799
S963.3855	S_feature	S963	new_2641195_2642042_c	na	0.28	na
levE.4068	CDS	levE	BSU_27060	Utilization of fructose, Utilization of other polymeric carbohydrates, Control of PRD-type regulators, Sugar specific PTS proteins, Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors, Phosphorylation on a His residue	0.28	0.785719529979181
yoaR.2826	CDS	yoaR	BSU_18720	Sporulation proteins/ other	-0.28	na
citA_yhdF.1404	intergenic_UTR	citA_yhdF	BSU_09440	Poorly characterized/ putative enzymes	-0.28	na
cwlK.446	CDS	cwlK	BSU_02810	Autolysis, Membrane proteins, Endopeptidases	0.28	0.594523907420822
yraI.4050	CDS	yraI	BSU_26930	Proteins of unknown function	-0.28	0.811117243343168
spoVR.1399	CDS	spoVR	BSU_09400	Sporulation proteins/ other	-0.28	na
braB.4485	CDS	braB	BSU_29600	Biosynthesis/ acquisition of branched-chain amino acids, Membrane proteins, BCAA transporters	0.28	0.45267021674422
frlR.4928	CDS	frlR	BSU_32560	Utilization of amino sugars, Utilization of amino sugars, Transcription factors/ other	-0.28	0.489565785028226
S421.1749	S_feature	S421	new_1251175_1251272_c	na	0.28	na
bglP.5928	CDS	bglP	BSU_39270	Utilization of beta-glucosides, Control of PRD-type regulators, Membrane proteins, Sugar specific PTS proteins, Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors, Phosphorylation on a Cys residue, Phosphorylation on a His residue	-0.28	0.556674285156467
pdeB.2547	CDS	pdeB	BSU_16970	Biofilm formation, Regulation	0.28	0.373913420566119
S638.2649	S_feature	S638	new_1899126_1899205_c	na	-0.28	na
S492.2041	sRNA_independent	S492	new_1437728_1437978_c	na	0.28	na
ytxH_ytxG.4519	intergenic_UTR	ytxH_ytxG	BSU_29770	General stress proteins (controlled by SigB), Phosphorylation on an Arg residue, Other highly expressed unknown proteins	-0.28	0.0862054119629748
S937.3763	S_feature	S937	new_2586704_2586996_c	na	-0.28	0.511245042502211
tmrB.497	CDS	tmrB	BSU_03140	Resistance against toxins/ antibiotics, Membrane proteins	-0.28	0.758577007768336
yorS.3065	CDS	yorS	BSU_20270	SP-beta prophage, Genetics/ other/ based on similarity	0.28	na
yoaI.2807	CDS	yoaI	BSU_18620	Poorly characterized/ putative enzymes, Newly identified sporulation proteins (based on transcription profiling)	-0.28	0.74855024556607
tdh_kbl.2550	intergenic_UTR	tdh_kbl	BSU_16990	Utilization of threonine/ glycine	0.28	na
S1191.4723	S_feature	S1191	new_3213329_3216149	na	-0.28	0.841651945614028
fabHB.1510	CDS	fabHB	BSU_10170	Biosynthesis of fatty acids	-0.28	0.111635132963926
ykuG_ykzU.2102	intergenic_UTR	ykuG_ykzU	BSU_14071	Utilization of fatty acids	-0.28	0.912711887862122
araL.4360	CDS	araL	BSU_28770	Poorly characterized/ putative enzymes	-0.28	na
dps_ytkA.4633	intergenic_UTR	dps_ytkA	BSU_30650	Acquisition of iron / Other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Acquisition of iron / Other	-0.28	0.364228427237579
ywnJ.5523	CDS	ywnJ	BSU_36540	Sporulation proteins/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	-0.28	0.730193363281809
ssuD.1323	CDS	ssuD	BSU_08860	Sulfur metabolism, sulfur metabolism/ general	-0.28	na
yrrN_yrrM.4124	intergenic_UTR	yrrN_yrrM	BSU_27350	tRNA modification and maturation	0.28	na
acuA_acuB.4507	intergenic_UTR	acuA_acuB	BSU_29690	Utilization of organic acids, Utilization of fatty acids, Protein acetylases/ deacetylases	-0.28	0.668820783937375
hemZ.1456	CDS	hemZ	BSU_09840	Biosynthesis of heme/ siroheme	0.28	0.518600978178254
ywoH.5512	CDS	ywoH	BSU_36440	Transcription factor/ other/ based on similarity	-0.28	0.82560839912034
tswC.4678	transcript	tswC	BSU_misc_RNA_51	na	-0.28	0.63423835004444
S1223.4815	S_feature	S1223	new_3265241_3265327_c	na	-0.28	na
fliZ.2456	CDS	fliZ	BSU_16340	Protein secretion, Flagellar proteins, Membrane proteins, Swarming	-0.28	0.141829032212444
liaE.6064	CDS	liaE	BSU_40170	Control of response regulators/ other, Protein modification/ other, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.28	0.346771751411277
yrkL.3978	CDS	yrkL	BSU_26470	Electron transport/ other/ based on similarity	0.28	0.553064720895679
yjdF.1797	CDS	yjdF	BSU_12030	Proteins of unknown function	0.28	0.489565785028226
ywhA.5679	CDS	ywhA	BSU_37550	Transcription factor/ other/ based on similarity	0.28	0.579001624381175
copA_copZ.5070	intergenic_UTR	copA_copZ	BSU_33500	Resistance against toxic metals, Membrane proteins, Metal ion transporter, Copper	0.28	na
yoqD.3113	CDS	yoqD	BSU_20670	SP-beta prophage	0.28	na
S1465.5744	sRNA_5UTR	S1465	new_3905066_3905130_c	na	0.28	na
thiS.1739	CDS	thiS	BSU_11680	Biosynthesis/ acquisition of thiamine	0.27	0.924006552543871
ywdI.5731	CDS	ywdI	BSU_37950	Proteins of unknown function	-0.27	0.74855024556607
mtnK.2021	CDS	mtnK	BSU_13560	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine, Membrane proteins, Phosphorylation on an Arg residue	0.27	0.524245303368705
ybzG_infA.241	intergenic_UTR	ybzG_infA	BSU_01389	Proteins of unknown function, Other highly expressed unknown proteins	-0.27	0.405121432125014
yraO.4040	CDS	yraO	BSU_26860	Utilization of organic acids, Membrane proteins, Transporter for organic acids	-0.27	0.419153756823359
aimX_aimP.3140	scRNA	aimX_aimP	BSU_ncRNA_1	na	0.27	0.446608838518389
mrpC.4777	CDS	mrpC	BSU_31620	Essential genes, Membrane proteins, Metal ion transporter, Sodium uptake/ export	-0.27	0.562552765840707
S163.730	sRNA_independent	S163	new_519083_519559_c	na	-0.27	0.360064717154191
spoVB.4179	CDS	spoVB	BSU_27670	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Sporulation proteins/ other, Membrane proteins	0.27	na
ywkF_prmC.5599	intergenic_UTR	ywkF_prmC	BSU_36990	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.27	na
acuA.4506	CDS	acuA	BSU_29690	Utilization of organic acids, Utilization of fatty acids, Protein acetylases/ deacetylases	-0.27	0.3830285753205
ykvP.2053	CDS	ykvP	BSU_13780	Not yet assigned	-0.27	na
artP.3615	CDS	artP	BSU_23980	Biosynthesis/ acquisition of arginine, Membrane proteins, Uptake of amino acids, Secreted proteins	-0.27	0.0998315323729678
yndG.2675	CDS	yndG	BSU_17780	Proteins of unknown function, Membrane proteins	0.27	0.720322731834657
yvfT.5150	CDS	yvfT	BSU_34070	Protein kinases, Two-component sensor kinase, Membrane proteins, Phosphorylation on a His residue	0.27	0.593394211458331
xkdI.1881	CDS	xkdI	BSU_12630	PBSX prophage	0.27	na
ydfR.861	CDS	ydfR	BSU_05530	Sporulation proteins/ other, Membrane proteins	0.27	na
bsnA.4925	putative_sRNA	bsnA	BSU_32540	Phosphate metabolism, Endoribonucleases, Secreted proteins	0.27	na
yhjA.1547	CDS	yhjA	BSU_10440	Proteins of unknown function, Other highly expressed unknown proteins	0.27	0.3830285753205
ywkF.5598	CDS	ywkF	BSU_36990	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.27	0.811104624498102
csbB.1287	CDS	csbB	BSU_08600	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress, Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid	-0.27	0.150321028574511
ywpJ.5488	CDS	ywpJ	BSU_36290	Phosphorylation on an Arg residue, Poorly characterized/ putative enzymes	0.27	0.751606870600342
yoqH.3108	CDS	yoqH	BSU_20630	SP-beta prophage	0.27	na
yefC.1047	CDS	yefC	BSU_06750	DNA repair/ recombination/ based on similarity	0.27	0.81475789625976
ywqN.5465	CDS	ywqN	BSU_36150	Proteins of unknown function	0.27	0.777559978775591
S93.388	sRNA_inter_intragenic	S93	new_261536_261647_c	na	0.27	na
spoVAEA.3533	CDS	spoVAEA	BSU_23401	Additional germination proteins	-0.27	na
sigE.2295	CDS	sigE	BSU_15320	Sigma factors, Sigma factors, Efp-dependent proteins	-0.27	na
S956.3804	S_feature	S956	new_2608912_2610324	na	0.27	0.716158542451867
xynC.2741	CDS	xynC	BSU_18150	Utilization of other polymeric carbohydrates, Secreted proteins	0.27	0.505753342724998
ggaB.5392	CDS	ggaB	BSU_35680	Biosynthesis of teichoic acid, Biosynthesis of teichoic acid, Membrane proteins	0.27	0.267094630241291
mswA.1770	transcript	mswA	BSU_misc_RNA_15	na	-0.27	na
rosA_S346.1454	sRNA_independent	rosA_S346	new_1056384_1056537	Regulatory RNAs	0.27	na
xis.758	CDS	xis	BSU_04830	ICEBs1	0.27	na
mdtK_rsbRC.2947	intergenic_UTR	mdtK_rsbRC	BSU_19440	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Multidrug exporters/ based on homology	0.27	na
yacL.153	CDS	yacL	BSU_00890	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.27	0.109901341148256
yjzH.1803	CDS	yjzH	BSU_12069	Proteins of unknown function	0.27	0.109927242661513
Novel_transcript.6192	Novel_transcript	Novel_transcript	na	na	-0.27	0.75400843264413
maeA.5608	CDS	maeA	BSU_37050	Utilization of organic acids	-0.27	0.762049886691767
yjcG_yjcH.1768	intergenic_UTR	yjcG_yjcH	BSU_11850	Poorly characterized/ putative enzymes, Nucleotide metabolism/ other	-0.27	0.505753342724998
ldcA.1939	CDS	ldcA	BSU_12970	Toxins, antitoxins and immunity against toxins/ based on similarity	-0.27	0.748485302685698
S1498.5878	sRNA_independent	S1498	new_3998237_3998480_c	na	0.27	na
bglS.5899	CDS	bglS	BSU_39070	Utilization of other polymeric carbohydrates, Secreted proteins	-0.27	0.841651945614028
ahpC.6050	CDS	ahpC	BSU_40090	Resistance against oxidative and electrophile stress, Phosphorylation on either a Ser, Thr or Tyr residue	-0.27	0.453877728023557
yugT.4729	putative_sRNA	yugT	BSU_31290	Utilization of other polymeric carbohydrates, Newly identified sporulation proteins (based on transcription profiling)	-0.27	na
hdhQ.3300	CDS	hdhQ	BSU_21890	Nucleotide metabolism/ other	0.27	0.822075478221132
coaA.3582	CDS	coaA	BSU_23760	Biosynthesis of coenzyme A	0.27	0.325275080814365
mcpC.2082	CDS	mcpC	BSU_13950	Membrane proteins, Membrane-bound chemoreceptors	-0.27	0.128029993782359
S931.3739	S_feature	S931	new_2569624_2570653	na	-0.27	0.511245042502211
epsJ.667	CDS	epsJ	BSU_34280	Biofilm formation, Matrix polysaccharide synthesis	-0.27	0.781399961756535
katA.1318	CDS	katA	BSU_08820	Resistance against oxidative and electrophile stress, Phosphorylation on an Arg residue	-0.27	0.721698976627692
Novel_transcript.4832	Novel_transcript	Novel_transcript	na	na	0.27	na
metC.1772	CDS	metC	BSU_11880	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine	0.27	0.593394211458331
gltR.4009	CDS	gltR	BSU_26670	Transcription factors/ other	0.27	0.751606870600342
yxkF.5858	CDS	yxkF	BSU_38820	Proteins of unknown function	0.27	0.748876988377384
yqiG.3647	CDS	yqiG	BSU_24210	Proteins of unknown function	0.27	0.266505069770312
S1430.5593	sRNA_independent	S1430	new_3794010_3794074_c	na	0.27	na
yqiH.3645	CDS	yqiH	BSU_24200	Proteins of unknown function, Secreted proteins	0.27	na
S1366.5393	S_feature	S1366	new_3669912_3670034_c	na	0.27	na
yjcO.1783	CDS	yjcO	BSU_11930	Proteins of unknown function	0.27	0.883656404202764
ganB.5156	CDS	ganB	BSU_34120	Utilization of galactan, Secreted proteins	0.26	na
ytkC.4631	CDS	ytkC	BSU_30640	Autolysis/ based on similarity, Membrane proteins, Newly identified sporulation proteins (based on transcription profiling)	-0.26	0.639717950629024
ygaB.1297	CDS	ygaB	BSU_08670	Proteins of unknown function	-0.26	0.885202228842247
desK_desR.2905	intergenic_UTR	desK_desR	BSU_19190	Lipid metabolism/ other, Protein kinases, Two-component sensor kinase, Cold stress proteins, Membrane proteins, Phosphorylation on a His residue	0.26	na
S1453_ywhD.5674	CDS_3'UTR	S1453_ywhD	new_3852070_3852185_c	na	0.26	0.523435229071981
purK.999	CDS	purK	BSU_06430	Biosynthesis/ acquisition of purine nucleotides	0.26	0.323005458583293
yisR_iolQ.1608	intergenic_UTR	yisR_iolQ	BSU_10830	Transcription factor/ other/ based on similarity	0.26	na
yopJ.3143	CDS	yopJ	BSU_20870	SP-beta prophage	-0.26	0.364228427237579
tetL.6162	CDS	tetL	BSU_40780	Resistance against toxins/ antibiotics	-0.26	na
yonG.3191	CDS	yonG	BSU_21100	SP-beta prophage	0.26	na
yqeF.3874	CDS	yqeF	BSU_25700	Proteins of unknown function	-0.26	0.709594665885903
S661.2700	S_feature	S661	new_1921866_1922524_c	na	-0.26	0.821710570308357
cotE.2556	CDS	cotE	BSU_17030	Class II	0.26	na
ribR_cmoJ.4440	intergenic_UTR	ribR_cmoJ	BSU_29300	Conversion of S-methyl cysteine to cysteine, Poorly characterized/ putative enzymes	-0.26	na
epsB.5191	CDS	epsB	BSU_34360	Protein kinases, Biofilm formation, Phosphorylation on a Tyr residue, Matrix polysaccharide synthesis	0.26	0.412306946283042
Novel_transcript.181	Novel_transcript	Novel_transcript	na	na	0.26	na
resE.3491	CDS	resE	BSU_23110	Regulators of electron transport, Protein kinases, Two-component sensor kinase, Membrane proteins, Phosphorylation on a His residue	0.26	0.242238450858442
pstA.3755	CDS	pstA	BSU_24970	Phosphate metabolism, Membrane proteins, Uptake of ions	-0.26	0.841651945614028
tcyA.574	CDS	tcyA	BSU_03610	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	0.26	0.603614793750555
arsF.833	CDS	arsF	BSU_05340	Resistance against toxic metals, Metal ion transporter	-0.26	0.765497117748726
yjaU.1669	CDS	yjaU	BSU_11280	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	0.26	0.796320877591596
S1021.4081	S_feature	S1021	new_2773647_2773762	na	-0.26	na
spoIIE.111	CDS	spoIIE	BSU_00640	Protein phosphatases, Control of sigma factors, Membrane proteins	0.26	0.579959117329341
guaB.19	CDS	guaB	BSU_00090	Biosynthesis/ acquisition of purine nucleotides, Phosphorylation on either a Ser, Thr or Tyr residue, Targets of (p)ppGpp, Targets of AppppA	0.26	0.181844127489826
S883.3518	S_feature	S883	new_2432172_2432238_c	na	-0.26	na
ubiX.576	CDS	ubiX	BSU_03630	Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	-0.26	na
ywjA_clsC.5637	intergenic_UTR	ywjA_clsC	BSU_37230	Membrane proteins, Exporters of unknown function	-0.26	0.456616922725433
spsL.5714	CDS	spsL	BSU_37810	Biosynthesis of rhamnose (for the exosporium), Sporulation proteins/ other	-0.26	na
S729.2894	S_feature	S729	new_2084124_2084188	na	-0.26	na
yfhO.1289	CDS	yfhO	BSU_08610	Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), General stress proteins (controlled by SigB)	-0.26	0.268347629591919
yrdD_yrdC.4022	intergenic_UTR	yrdD_yrdC	BSU_26750	Pseudogenes	0.26	na
YP_009514002.4924	CDS	YP_009514002	na	na	-0.26	na
araQ.4356	CDS	araQ	BSU_28730	Utilization of arabinan/ arabinose/ arabitol, Membrane proteins, Uptake of carbon sources	0.26	na
S991.3986	S_feature	S991	new_2712243_2712576_c	na	0.26	na
uvrA_uvrB.5313	intergenic_UTR	uvrA_uvrB	BSU_35160	DNA repair/ recombination, Other proteins	-0.26	0.652964473330851
ywhD.5673	CDS	ywhD	BSU_37520	Proteins of unknown function	0.26	0.510838884107548
yhzF.1485	CDS	yhzF	BSU_10009	Proteins of unknown function, Membrane proteins, Newly identified sporulation proteins (based on transcription profiling)	-0.26	na
cypX.5293	CDS	cypX	BSU_35060	Acquisition of iron / Other, Acquisition of iron / Other	0.26	0.511245042502211
dppD.1937	CDS	dppD	BSU_12950	Utilization of peptides, Membrane proteins, Uptake of peptides, Efp-dependent proteins	-0.26	0.593394211458331
yfiS.1260	CDS	yfiS	BSU_08380	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Other transporters	0.26	0.597232412416108
S1549.6082	S_feature	S1549	new_4140150_4140220_c	na	-0.26	na
