pyRAP_Gene	feature	Gene_base	locus	GO_terms	RPMPRPK	log2foldchange_RNAseq	padj_RNAseq
opuAC.476	CDS	opuAC	BSU_03000	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.04	not_significant	0.935429639366723
fbpA.709	CDS	fbpA	BSU_04536	Acquisition of iron / Other, Acquisition of iron / Other	0.04	1.13	3.89963547682994e-05
opuAA.473	CDS	opuAA	BSU_02980	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.04	not_significant	0.730193363281809
opuAB.475	CDS	opuAB	BSU_02990	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.03	not_significant	0.644680036460991
bcrC.5522	CDS	bcrC	BSU_36530	Biosynthesis of the carrier lipid undecaprenylphosphate, Biosynthesis of the carrier lipid undecaprenylphosphate, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Heat shock proteins, Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.03	not_significant	0.982044889993365
epr.5797	CDS	epr	BSU_38400	Utilization of proteins, Extracellular feeding proteases, Additional chemotaxis signal transduction and regulatory proteins, Secreted proteins	0.03	not_significant	0.822075478221132
yvbI.5123	CDS	yvbI	BSU_33870	Membrane proteins, Proteins of unknown function	0.03	not_significant	0.976975764392945
desE.2903	CDS	desE	BSU_19180	Lipid metabolism/ other, Cold stress proteins, Membrane proteins	0.03	not_significant	0.267728413196599
albF.5658	CDS	albF	BSU_37420	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Phosphorylation on an Arg residue	0.03	not_significant	0.821710570308357
floT.4683	CDS	floT	BSU_31010	Membrane dynamics, Biofilm formation, Sporulation/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Other proteins required for biofilm formation	0.03	not_significant	0.963330235298974
yobJ.2871	putative_sRNA	yobJ	BSU_18980	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.03	not_significant	0.290877752088172
yoyD.2965	CDS	yoyD	BSU_19579	Proteins of unknown function	0.03	not_significant	0.994186023687882
motA.2038	CDS	motA	BSU_13690	Flagellar proteins, Membrane proteins, Other proteins required for efficient pellicle biofilm formation, Swarming	0.03	not_significant	0.95507733333219
yqhL.3694	CDS	yqhL	BSU_24540	Membrane proteins, Proteins of unknown function	0.03	not_significant	0.945127381312653
azoRB.5075	CDS	azoRB	BSU_33540	Sporulation proteins/ other, Resistance against oxidative and electrophile stress	0.03	not_significant	0.989742094449253
hinT.1491	CDS	hinT	BSU_10030	Genetics/ other/ based on similarity	0.03	not_significant	0.976158592306167
noxC.2962	CDS	noxC	BSU_19550	Electron transport/ other/ based on similarity, Resistance against oxidative and electrophile stress	0.03	not_significant	0.97025418821873
yhcJ.1363	CDS	yhcJ	BSU_09110	Membrane proteins, Unknown ABC transporters	0.03	not_significant	0.9907886515388
yxaM.6026	CDS	yxaM	BSU_39930	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.03	not_significant	0.906521723134313
lytB.5381	CDS	lytB	BSU_35630	Autolysis, Membrane proteins	0.03	not_significant	0.243303802082697
phrK.2860	CDS	phrK	BSU_18920	Genetic competence, Quorum sensing, Genetic competence, Short peptides, Control of response regulators/ other	0.03	not_significant	0.940867924103532
rsuA_murJ.4556	intergenic_UTR	rsuA_murJ	BSU_30035	rRNA modification and maturation/ based on similarity	0.02	not_significant	0.999809258408758
thrS_ytxC.4384	intergenic_UTR	thrS_ytxC	BSU_28950	Aminoacyl-tRNA synthetases	0.02	not_significant	0.822075478221132
cutR.620	CDS	cutR	BSU_03960	Transcription factors/ other, Copper	0.02	not_significant	0.780978657767078
lytC.5379	CDS	lytC	BSU_35620	Autolysis, Motility and chemotaxis/ other	0.02	not_significant	0.111635132963926
yvbX.5143	CDS	yvbX	BSU_34020	Proteins of unknown function	0.02	not_significant	0.857507034092901
ydiL.927	CDS	ydiL	BSU_06010	Proteins of unknown function, Membrane proteins	0.02	not_significant	0.976975764392945
ctaA.2221	CDS	ctaA	BSU_14870	Biosynthesis of heme/ siroheme, Sporulation proteins/ other, Membrane proteins	0.02	not_significant	0.999809258408758
sigM.1413	CDS	sigM	BSU_09520	Sigma factors, Sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics	0.02	not_significant	0.999809258408758
tboT.4385	transcript	tboT	BSU_misc_RNA_48	na	0.02	not_significant	0.825722203423871
yitK.1632	CDS	yitK	BSU_11020	Proteins of unknown function	0.02	not_significant	0.977781896148699
yybL.6137	CDS	yybL	BSU_40600	Membrane proteins, Exporters of unknown function	0.02	not_significant	0.935407732475218
aacD.3258	CDS	aacD	BSU_21630	Resistance against toxins/ antibiotics/ based on similarity, SP-beta prophage	0.02	not_significant	0.786592020186227
fmnP_ypzE.3481	intergenic_UTR	fmnP_ypzE	BSU_23050	ECF transporter, Biosynthesis/ acquisition of riboflavin/ FAD, Membrane proteins, The substrate-specific S components of the ECF transporters	0.02	not_significant	0.58803717396118
yjcN.1779	CDS	yjcN	BSU_11920	Proteins of unknown function, Swarming	0.01	not_significant	0.987090118032472
yolA.3243	CDS	yolA	BSU_21540	SP-beta prophage, Secreted proteins	0.01	not_significant	0.604825149253287
ymfK/1_rodZ.2538	intergenic_UTR	ymfK/1_rodZ	BSU_16890	Pseudogenes	0.01	not_significant	0.999809258408758
mcpC.2082	CDS	mcpC	BSU_13950	Membrane proteins, Membrane-bound chemoreceptors	0.01	not_significant	0.128029993782359
lytA.5383	CDS	lytA	BSU_35640	Autolysis, Membrane proteins	0.01	not_significant	0.461086888529994
yjcN_S433.1780	CDS_3'UTR	yjcN_S433	BSU_11920	Proteins of unknown function, Swarming	0.01	not_significant	0.986797382355043
yybN.6134	CDS	yybN	BSU_40580	Proteins of unknown function, Other highly expressed unknown proteins	0.01	not_significant	0.957988070333532
mgsR.3727	CDS	mgsR	BSU_24770	Transcription factors/ other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Phosphorylation on an Arg residue	0.01	not_significant	0.0530630551312999
rasP_proS.2486	intergenic_UTR	rasP_proS	BSU_16560	Control of sigma factors, Membrane proteins, Other genes, Additional proteins involved in proteolysis, Protein secretion	0.01	not_significant	0.949990363014728
albB.5654	CDS	albB	BSU_37380	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins	0.0	not_significant	0.489565785028226
